Store_ID,Store_Name,Ownership_Type,Street_Address,City,State,Country,Postcode,Phone_Number,Timezone,Longitude,Latitude,Revenue,Profits,Gross_Profit_Margin,Number_of_Employees,Customers,Best_Selling_Item
21819-215804,Aundh,Joint Venture,"Ground floor, Centriole, Anand Park, ITI Road, Aundh",Pune,MH,IN,411008,,GMT+05:30 Asia/New_Delhi,73.81,18.56,3.417,0.400,0.935,45,7446,McFlurry - Oreo Regular
21828-215807,Magarpatta,Joint Venture,"First Floor, Seasons Mall, Magarpatta City, Hadapsar",Pune,MH,IN,411028,,GMT+05:30 Asia/New_Delhi,73.93,18.52,2.655,0.255,0.850,39,5413,McFlurry ChocoCrunch Small
20455-205764,Koregaon Park,Joint Venture,"1 Galaxy Gardens, North Main Road",Pune,MH,IN,411001,,GMT+05:30 Asia/New_Delhi,73.89,18.54,9.017,2.459,-0.618,92,22379,McFlurry ChocoCrunch Regular
22444-221266,Kharadi,Joint Venture,"Ground Floor, EON Free Zone, Cluster A, MIDC, Kharadi Knowledge Park",Pune,MH,IN,411014,,GMT+05:30 Asia/New_Delhi,73.95,18.55,6.094,1.167,0.671,67,14583,Black Tea
21335-210964,Hadapsar,Joint Venture,"Ground Floor, West Block, Amanora Town Centre, Hadapsar",Pune,MH,IN,411028,,GMT+05:30 Asia/New_Delhi,73.94,18.52,2.724,0.267,0.861,39,5597,Tea with Milk
23144-228270,FC Road,Joint Venture,"Mosaic Ground Floor West, Across Fergusson College Gate 2, FC Rd",Pune,MH,IN,411004,,GMT+05:30 Asia/New_Delhi,73.84,18.52,7.709,1.822,0.088,81,18891,Black co_ee
26083-243525,Numgambakkam,Joint Venture,"Ground Floor, Bergamo Mall, Khadar Nawas Khan Road",Chennai,TN,IN,600006,,GMT+05:30 Asia/New_Delhi,80.25,13.06,2.249,0.191,0.776,35,4332,Co_ee with Milk
25647-242045,Royapettah,Joint Venture,"Ground Floor, Express Avenue Mall, Whites Road, Royapettah",Chennai,TN,IN,600014,,GMT+05:30 Asia/New_Delhi,80.26,13.06,3.265,0.369,0.924,44,7041,Masala Veg
25269-240401,Anna Nagar,Joint Venture,"TBR tower, Y block, 2nd Avenue, Near Ayyappa Temple, Anna Nagar",Chennai,TN,IN,600040,,GMT+05:30 Asia/New_Delhi,80.21,13.09,2.425,0.217,0.811,37,4801,Masala Non Veg
23145-228267,Velachery,Joint Venture,"Upper Ground Floor, Phoenix marketcity, Velachery Main Road",Chennai,TN,IN,600042,,GMT+05:30 Asia/New_Delhi,80.22,12.99,8.461,2.177,-0.292,87,20896,Saucy Aloo Wrap
27719-248626,Alwarpet,Joint Venture,"Ground Floor, MGN Splendor, Off Chamiers Road, Alwarpet",Chennai,TN,IN,600018,,GMT+05:30 Asia/New_Delhi,80.25,13.03,7.895,1.907,0.000,82,19387,Saucy Chicken Wrap
25065-239844,Sector 16,Joint Venture,"Ground Floor, Gardens Galleria, Sector 16",Noida,UP,IN,201301,,GMT+05:30 Asia/New_Delhi,77.33,28.57,3.213,0.358,0.920,43,6901,Saucy Egg Wrap
10429-100710,Palmdale & Hwy 395,Company Owned,14136 US Hwy 395,Adelanto,CA,US,923016700,760-530-9252,GMT-08:00 America/Los_Angeles,-117.4,34.51,19.345,1.056,7.957,62,1442,Egg McMuffin
635-352,Kanan & Thousand Oaks,Company Owned,5827 Kanan Road,Agoura,CA,US,913011651,(818) 735-0268,GMT-08:00 America/Los_Angeles,-118.76,34.16,15.228,1.937,3.830,51,8415,Egg White Delight
74510-27669,Vons-Agoura Hills #2001,Licensed,5671 Kanan Rd.,Agoura Hills,CA,US,913013358,818-991-2857,GMT-08:00 America/Los_Angeles,-118.76,34.15,28.631,4.168,6.047,89,10174,Sausage McMuffin
29839-255026,Target Anaheim T-0677,Licensed,8148 E SANTA ANA CANYON ROAD,AHAHEIM,CA,US,92808,714-921-9091,GMT-08:00 America/Los_Angeles,-117.75,33.87,24.355,4.389,3.287,77,13501,Sausage McMuffin with Egg
23463-230284,Safeway - Alameda 3281,Licensed,2600 5th Street,Alameda,CA,US,94501,510-523-1804,GMT-08:00 America/Los_Angeles,-122.28,37.79,39.627,11.401,-4.023,120,23819,Sausage McMuffin with Egg Whites
6479-62999,Park & Central Alameda,Company Owned,1364 Park Street,Alameda,CA,US,945014542,510-521-5815,GMT-08:00 America/Los_Angeles,-122.24,37.76,23.243,6.157,-1.193,74,21629,Steak & Egg McMuffin
5535-728,Webster & Atlantic - Alameda,Company Owned,720 Atlantic Avenue,Alameda,CA,US,945012176,510-337-1580,GMT-08:00 America/Los_Angeles,-122.28,37.78,31.315,8.065,-1.102,97,20925,"Bacon, Egg & Cheese Biscuit (Regular Biscuit)"
74877-100291,Safeway - Alameda #2708,Licensed,2227 South Shore Center,Alameda,CA,US,945018029,510-863-9000,GMT-08:00 America/Los_Angeles,-122.25,37.76,41.178,6.695,7.154,125,11809,"Bacon, Egg & Cheese Biscuit (Large Biscuit)"
11161-103516,Tilden & Blanding,Company Owned,"2671 Blanding Avene, D",Alameda,CA,US,945011587,510-337-1091,GMT-08:00 America/Los_Angeles,-122.23,37.77,19.332,3.990,1.496,62,16012,"Bacon, Egg & Cheese Biscuit with Egg Whites (Regular Biscuit)"
19859-196187,Target Alameda T-2829,Licensed,2700 Fifth St,Alameda,CA,US,94501,510-241-0931,GMT-08:00 America/Los_Angeles,-122.28,37.78,29.211,5.813,2.735,91,15304,"Bacon, Egg & Cheese Biscuit with Egg Whites (Large Biscuit)"
79518-102650,Vons - San Diego #2040,Licensed,5555 Balboa Ave,San Diego,CA,US,921112703,858-279-4661,GMT-08:00 America/Los_Angeles,-117.18,32.82,36.304,9.871,-2.424,111,22303,Sausage Biscuit (Regular Biscuit)
75229-94473,San Diego Conv Ctr - Lobby C,Licensed,111 West Harbor Drive,San Diego,CA,US,921017822,619-525-5821,GMT-08:00 America/Los_Angeles,-117.16,32.71,33.071,8.523,-1.175,102,20940,Sausage Biscuit (Large Biscuit)
73584-23068,Albertsons-San Dimas #6594,Licensed,SEC San Dimas & Bonita,San Dimas,CA,US,91773,909-599-8836,GMT-08:00 America/Los_Angeles,-117.8,34.11,41.459,10.005,0.021,126,19368,Sausage Biscuit with Egg (Regular Biscuit)
5317-861,San Dimas,Company Owned,942 W. Arrow Highway,San Dimas,CA,US,917732419,(909) 599-7338,GMT-08:00 America/Los_Angeles,-117.83,34.11,19.254,3.441,2.662,62,13356,Sausage Biscuit with Egg (Large Biscuit)
76658-99293,Target San Dimas T-767,Licensed,"888 W Arrow Hwy, San Dimas",San Dimas,CA,US,917732495,9093940335,GMT-08:00 America/Los_Angeles,-117.82,34.1,27.410,5.288,2.933,85,14721,Sausage Biscuit with Egg Whites (Regular Biscuit)
9253-96095,"Bonita & San Dimas, San Dimas",Company Owned,"114 E. Bonita Avenue, Mission Plaza",San Dimas,CA,US,917733003,909-592-2791,GMT-08:00 America/Los_Angeles,-117.81,34.11,29.549,2.155,10.963,92,3200,Sausage Biscuit with Egg Whites (Large Biscuit)
5915-34639,Truman & Maclay,Company Owned,"1135 Truman Street, San Francisco Centre",San Fernando,CA,US,913403200,818-837-0337,GMT-08:00 America/Los_Angeles,-118.44,34.28,22.122,1.874,7.634,70,4332,Southern Style Chicken Biscuit (Regular Biscuit)
28316-250007,Teavana - San Francisco Centre,Company Owned,"865 Market St., #324",San Francisco,CA,US,94103,415-512-7205,GMT-08:00 America/Los_Angeles,-122.41,37.78,38.520,8.076,2.704,117,16326,Southern Style Chicken Biscuit (Large Biscuit)
5396-1025,Church & Market - S.F.,Company Owned,2018 Market Street,San Francisco,CA,US,941141314,(415) 431-5561,GMT-08:00 America/Los_Angeles,-122.43,37.77,16.188,2.140,3.896,53,8888,Steak & Egg Biscuit (Regular Biscuit)
611-409,120 4th Street,Company Owned,120 4th Street,San Francisco,CA,US,941033004,(415) 284-0579,GMT-08:00 America/Los_Angeles,-122.4,37.78,27.471,7.224,-1.295,86,21446,"Bacon, Egg & Cheese McGriddles"
7441-1994,164 7th Avenue,Company Owned,166 7th Avenue,Brooklyn,NY,US,112152222,718-369-3098,GMT-05:00 America/New_York,-73.98,40.67,33.659,6.032,4.617,103,13404,"Bacon, Egg & Cheese McGriddles with Egg Whites"
15847-160724,Target Gateway T-1401,Licensed,519 Gateway Dr,Brooklyn,NY,US,112392801,718-235-6032,GMT-05:00 America/New_York,-73.87,40.65,48.779,5.765,13.240,147,7545,Sausage McGriddles
29856-255547,7th Ave and 9th St,Company Owned,444 Ninth St.,Brooklyn,NY,US,11215,9292148871,GMT-05:00 America/New_York,-73.98,40.67,18.486,5.035,-1.252,60,22345,"Sausage, Egg & Cheese McGriddles"
7381-1628,Elmwood Avenue,Company Owned,933 Elmwood Avenue,Buffalo,NY,US,142221211,(716) 882-5440,GMT-05:00 America/New_York,-78.88,42.92,48.291,8.185,7.656,145,12472,"Sausage, Egg & Cheese McGriddles with Egg Whites"
7799-63000,Delaware & Kenmore,Company Owned,2730 Delaware Avenue,Buffalo,NY,US,142161146,716-877-3800,GMT-05:00 America/New_York,-78.87,42.96,32.226,6.627,2.547,99,15941,"Bacon, Egg & Cheese Bagel"
29171-154526,Hyatt Buffalo,Licensed,"2 Fountain Plaza, Walden Galleria",Buffalo,NY,US,142022220,716-856-1234,GMT-05:00 America/New_York,-78.87,42.89,32.486,3.893,8.700,100,7703,"Bacon, Egg & Cheese Bagel with Egg Whites"
28439-249800,Teavana - Walden Galleria,Company Owned,"1 GALLERIA DRIVE, SPACE# L 117",BUFFALO,NY,US,14225,716-685-3100,GMT-05:00 America/New_York,-78.76,42.92,26.670,1.814,10.181,83,2731,"Steak, Egg & Cheese Bagel"
7448-6486,235 Delaware Ave,Company Owned,"235 Delaware Avenue, Parkway Plaza",Buffalo,NY,US,142022008,716-853-2356,GMT-05:00 America/New_York,-78.88,42.89,33.239,8.313,-0.625,102,20211,Big Breakfast (Regular Biscuit)
13353-105357,Canadaigua,Company Owned,10 Muar St.,Canandaigua,NY,US,144242321,585-394-6970,GMT-05:00 America/New_York,-77.26,42.88,36.655,7.398,3.204,112,15576,Big Breakfast (Large Biscuit)
